1,0
2,0
3,0
4,0
5,0
6,0
7,None
8,0
9,0
10,0
11,0
12,None
13,0
14,0
15,None
16,0
17,0
18,None
19,0
20,0
21,0
22,0
23,0
25,0
26,0
27,None
28,0
29,0
30,0
31,0
32,0
33,0
34,None
35,0
36,None
37,None
38,None
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,None
48,0
49,0
50,None
51,None
53,0
54,1
55,0
56,0
57,0
58,0
59,0
60,0
61,1
62,0
63,None
64,1
65,0
66,0
67,0
68,0
69,1
70,1
71,1
72,None
73,0
74,0
75,0
76,0
77,0
78,None
79,0
80,None
81,1
82,None
83,None
84,1
85,None
86,None
87,0
88,0
89,0
90,0
91,1
92,0
94,0
95,None
96,0
97,0
98,None
99,0
100,None
101,None
102,None
103,None
104,0
105,None
106,None
107,None
108,0
109,0
110,None
111,None
112,0
113,0
114,0
115,None
116,None
117,0
118,None
119,None
120,None
121,None
122,0
123,None
124,0
125,None
126,None
127,0
128,None
129,0
130,0
131,0
132,None
133,0
