1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,None
12,0
13,0
14,0
15,None
16,0
17,0
18,0
19,None
20,0
21,0
22,0
24,None
25,None
26,None
27,0
28,0
29,None
30,0
31,None
32,None
33,0
34,0
35,None
36,0
37,0
38,None
39,0
40,0
41,0
42,0
43,0
44,None
45,0
46,0
47,0
48,None
49,None
50,None
51,0
52,None
53,0
54,0
55,0
56,None
57,None
59,1
60,None
61,None
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,1
70,1
71,1
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,1
82,0
83,0
84,1
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,None
93,0
94,0
95,1
96,None
97,None
98,0
99,None
100,0
101,None
102,None
103,0
104,0
105,None
106,None
107,0
108,None
109,None
110,None
111,0
112,0
113,None
114,0
115,0
116,None
117,None
118,0
119,None
120,None
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,None
129,0
130,0
131,0
