1,None
2,0
3,0
4,0
5,0
6,None
7,0
8,None
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,None
19,0
20,None
21,0
22,0
23,0
24,None
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,1
34,1
35,0
36,None
37,None
38,None
39,1
40,0
41,None
42,0
43,1
44,0
45,None
46,0
47,0
48,0
49,None
50,0
51,0
52,0
53,0
54,0
55,0
56,1
57,None
58,None
59,1
60,1
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,None
79,0
80,0
81,None
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,None
98,0
99,None
100,0
101,0
102,None
103,0
104,0
105,0
106,None
107,0
108,1
109,1
110,1
111,0
112,1
113,1
114,0
115,0
116,1
117,1
118,0
119,0
120,None
121,1
122,1
123,1
124,1
125,0
126,0
127,0
128,0
129,1
130,0
131,0
132,None
133,0
134,1
135,0
136,0
137,0
138,0
139,0
