1,None
2,0
3,0
4,0
5,0
6,None
7,0
8,None
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,None
19,0
20,None
21,0
22,0
23,0
24,None
25,0
27,0
28,0
29,0
30,0
31,0
32,0
33,None
34,None
35,0
36,None
37,None
38,None
39,None
40,0
41,None
42,0
43,None
44,0
45,None
46,0
47,0
48,0
49,None
50,0
51,0
52,0
53,0
54,0
55,0
56,None
57,None
58,None
59,None
60,None
61,0
62,0
64,1
65,0
66,0
67,0
68,1
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,1
78,None
79,0
80,1
81,None
82,0
83,1
84,0
85,0
86,1
87,1
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,1
96,0
97,None
98,0
99,None
100,1
101,1
102,None
104,0
105,0
106,None
107,0
108,None
109,None
110,None
111,0
112,None
113,None
114,0
115,0
116,None
117,None
118,0
119,0
120,None
121,None
122,None
123,None
124,None
125,0
126,0
127,0
128,0
129,None
130,0
131,0
132,None
133,0
134,None
135,0
136,0
137,0
138,0
