1,0
2,0
3,0
4,0
5,0
6,0
7,None
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,None
18,0
19,0
20,0
21,0
23,0
24,0
25,None
26,0
27,None
28,None
29,None
30,0
31,None
32,None
33,0
34,0
35,0
36,0
37,None
38,0
39,0
40,None
41,None
42,None
43,0
44,None
45,0
46,None
47,0
48,None
49,None
50,None
51,0
52,None
53,None
54,None
55,0
56,None
57,0
58,0
59,None
60,0
61,0
63,0
64,0
65,0
66,0
67,1
68,0
69,1
70,0
71,0
72,1
73,0
74,0
75,0
76,1
77,1
78,0
79,0
80,None
81,1
82,0
83,0
84,0
85,0
86,0
87,0
88,1
89,0
90,0
91,0
92,0
93,1
94,1
95,0
96,0
97,0
98,None
99,0
100,0
101,0
103,0
104,0
105,0
106,0
107,None
108,0
109,0
110,None
111,0
112,0
113,None
114,None
115,None
116,0
117,0
118,0
119,0
120,0
121,None
122,0
123,0
124,None
125,0
126,0
127,0
128,None
129,None
130,None
131,0
