1,0
2,0
3,0
4,0
5,0
6,None
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
22,0
23,0
24,None
25,None
26,None
27,0
28,None
29,0
30,0
31,None
32,None
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,None
41,None
42,0
43,0
44,None
45,None
46,0
47,None
48,0
49,None
50,None
51,None
52,0
53,0
54,0
55,None
56,None
57,0
58,None
59,0
61,1
62,0
63,None
64,0
65,0
66,0
67,1
68,0
69,1
70,1
71,None
72,0
73,1
74,1
75,1
76,0
77,0
78,0
79,0
80,0
81,1
82,1
83,0
84,1
85,0
86,1
87,None
88,0
89,0
90,0
91,0
92,0
93,None
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,None
104,None
105,0
106,0
107,None
108,0
109,0
110,0
111,None
112,0
113,None
114,0
115,0
116,None
117,0
118,0
119,0
120,None
121,0
122,0
123,None
124,0
125,0
126,0
127,None
128,0
